id_protein,protein_name,protein_multidata_id
904,PCDHGB6_HUMAN,904
905,PCSK9_HUMAN,905
906,PDCD1LG2_HUMAN,906
907,PDGFA_HUMAN,907
908,PDGFB_HUMAN,908
909,PDGFC_HUMAN,909
910,PDGFD_HUMAN,910
911,PDPN_HUMAN,911
912,PDYN_HUMAN,912
913,PECAM1_HUMAN,913
914,PENK_HUMAN,914
915,PF4_HUMAN,915
916,PF4V1_HUMAN,916
917,PGF_HUMAN,917
918,PGLYRP1_HUMAN,918
919,PI16_HUMAN,919
920,PIGA_HUMAN,920
921,PIP_HUMAN,921
922,PLA2G10_HUMAN,922
923,PLA2G2A_HUMAN,923
924,PLAT_HUMAN,924
925,PLAU_HUMAN,925
926,PLB1_HUMAN,926
927,PLEKHO2_HUMAN,927
928,PLG_HUMAN,928
929,PLTP_HUMAN,929
930,PLXNA1_HUMAN,930
931,PLXNA2_HUMAN,931
932,PMCH_HUMAN,932
933,PNOC_HUMAN,933
934,PODXL_HUMAN,934
935,PODXL2_HUMAN,935
936,POMC_HUMAN,936
937,POMZP3_HUMAN,937
938,POSTN_HUMAN,938
939,PPBP_HUMAN,939
940,PPY_HUMAN,940
941,PRG4_HUMAN,941
942,PRL_HUMAN,942
943,PRLH_HUMAN,943
944,PRND_HUMAN,944
945,PRNP_HUMAN,945
946,PROC_HUMAN,946
947,PROK1_HUMAN,947
948,PROK2_HUMAN,948
949,PROS1_HUMAN,949
950,PRRG4_HUMAN,950
951,PRSS1_HUMAN,951
952,PRSS2_HUMAN,952
953,PRSS3_HUMAN,953
954,PRSS55_HUMAN,954
955,PSAP_HUMAN,955
956,PSEN1_HUMAN,956
957,PSG4_HUMAN,957
958,PSG5_HUMAN,958
959,PSG6_HUMAN,959
960,PSG7_HUMAN,960
961,PSG9_HUMAN,961
962,PSPN_HUMAN,962
963,PTDSS1_HUMAN,963
964,PTGFRN_HUMAN,964
965,PTGS2_HUMAN,965
966,PTH_HUMAN,966
967,PTH2_HUMAN,967
968,PTHLH_HUMAN,968
969,PTN_HUMAN,969
970,PTPRC_HUMAN,970
971,PTPRK_HUMAN,971
972,PTPRM_HUMAN,972
973,PTPRZ1_HUMAN,973
974,PVR_HUMAN,974
975,PYY_HUMAN,975
976,PZP_HUMAN,976
977,QRFP_HUMAN,977
978,RAET1E_HUMAN,978
979,RAET1G_HUMAN,979
980,RARRES1_HUMAN,980
981,RARRES2_HUMAN,981
982,RBP3_HUMAN,982
983,RBP4_HUMAN,983
984,RECK_HUMAN,984
985,RELN_HUMAN,985
986,REN_HUMAN,986
987,RET_HUMAN,987
988,RETN_HUMAN,988
989,RGMA_HUMAN,989
990,RLN1_HUMAN,990
991,RLN2_HUMAN,991
992,RLN3_HUMAN,992
993,ROBO1_HUMAN,993
994,RPS19_HUMAN,994
995,RSPO1_HUMAN,995
996,RSPO2_HUMAN,996
997,RSPO3_HUMAN,997
998,RSPO4_HUMAN,998
999,RTN4_HUMAN,999
1000,S100A10_HUMAN,1000
1001,S100A12_HUMAN,1001
1002,S100A4_HUMAN,1002
1003,S100A8_HUMAN,1003
1004,S100A9_HUMAN,1004
1005,S100B_HUMAN,1005
1006,SAA1_HUMAN,1006
1007,SARAF_HUMAN,1007
1008,SCGB1A1_HUMAN,1008
1009,SCGB3A1_HUMAN,1009
1010,SCGB3A2_HUMAN,1010
1011,SCT_HUMAN,1011
1012,SCUBE2_HUMAN,1012
1013,SDC2_HUMAN,1013
1014,SDC4_HUMAN,1014
1015,SDK2_HUMAN,1015
1016,SECTM1_HUMAN,1016
1017,SELE_HUMAN,1017
1018,SELL_HUMAN,1018
1019,SELP_HUMAN,1019
1020,SELPLG_HUMAN,1020
1021,SEMA3A_HUMAN,1021
1022,SEMA3B_HUMAN,1022
1023,SEMA3C_HUMAN,1023
1024,SEMA3D_HUMAN,1024
1025,SEMA3E_HUMAN,1025
1026,SEMA3F_HUMAN,1026
1027,SEMA3G_HUMAN,1027
1028,SEMA4A_HUMAN,1028
1029,SEMA4B_HUMAN,1029
1030,SEMA4C_HUMAN,1030
1031,SEMA4D_HUMAN,1031
1032,SEMA4F_HUMAN,1032
1033,SEMA4G_HUMAN,1033
1034,SEMA5A_HUMAN,1034
1035,SEMA5B_HUMAN,1035
1036,SEMA6A_HUMAN,1036
1037,SEMA6B_HUMAN,1037
1038,SEMA6C_HUMAN,1038
1039,SEMA6D_HUMAN,1039
1040,SEMA7A_HUMAN,1040
1041,SERPINA1_HUMAN,1041
1042,SERPINA5_HUMAN,1042
1043,SERPINC1_HUMAN,1043
1044,SERPINE1_HUMAN,1044
1045,SERPINE2_HUMAN,1045
1046,SERPINF1_HUMAN,1046
1047,SERPING1_HUMAN,1047
1048,SFRP1_HUMAN,1048
1049,SFRP2_HUMAN,1049
1050,SFTPA1_HUMAN,1050
1051,SFTPA2_HUMAN,1051
1052,SFTPD_HUMAN,1052
1053,SHBG_HUMAN,1053
1054,SHH_HUMAN,1054
1055,SHISA4_HUMAN,1055
1056,SI_HUMAN,1056
1057,SIGLEC1_HUMAN,1057
1058,SIGLEC12_HUMAN,1058
1059,SIGLEC14_HUMAN,1059
1060,SIGLEC15_HUMAN,1060
1061,SIGLEC5_HUMAN,1061
1062,SIGLEC6_HUMAN,1062
1063,SIGLEC7_HUMAN,1063
1064,SIGLEC8_HUMAN,1064
1065,SIGLEC9_HUMAN,1065
1066,SIRPA_HUMAN,1066
1067,SIRPB2_HUMAN,1067
1068,SIRPG_HUMAN,1068
1069,SLAMF6_HUMAN,1069
1070,SLAMF7_HUMAN,1070
1071,SLC6A8_HUMAN,1071
1072,SLIT1_HUMAN,1072
1073,SLIT2_HUMAN,1073
1074,SLIT3_HUMAN,1074
1075,SLITRK1_HUMAN,1075
1076,SLITRK2_HUMAN,1076
1077,SLITRK3_HUMAN,1077
1078,SLITRK4_HUMAN,1078
1079,SLITRK5_HUMAN,1079
1080,SLITRK6_HUMAN,1080
1081,SLPI_HUMAN,1081
1082,SLURP1_HUMAN,1082
1083,SLURP2_HUMAN,1083
1084,SNX14_HUMAN,1084
1085,SORL1_HUMAN,1085
1086,SOST_HUMAN,1086
1087,SOSTDC1_HUMAN,1087
1088,SPAG11B_HUMAN,1088
1089,SPARC_HUMAN,1089
1090,SPINK1_HUMAN,1090
1091,SPINT1_HUMAN,1091
1092,SPN_HUMAN,1092
1093,SPON1_HUMAN,1093
1094,SPON2_HUMAN,1094
1095,SPP1_HUMAN,1095
1096,SPX_HUMAN,1096
1097,SST_HUMAN,1097
1098,ST14_HUMAN,1098
1099,ST6GAL1_HUMAN,1099
1100,STX1A_HUMAN,1100
1101,SYT1_HUMAN,1101
1102,TAC1_HUMAN,1102
1103,TAC3_HUMAN,1103
1104,TAC4_HUMAN,1104
1105,TAFA4_HUMAN,1105
1106,TARM1_HUMAN,1106
1107,TCN1_HUMAN,1107
1108,TCN2_HUMAN,1108
1109,TCTN1_HUMAN,1109
1110,TCTN3_HUMAN,1110
1111,TDGF1_HUMAN,1111
1112,TDGF1P3_HUMAN,1112
1113,TECTB_HUMAN,1113
1114,TEX101_HUMAN,1114
1115,TF_HUMAN,1115
1116,TFF1_HUMAN,1116
1117,TFF2_HUMAN,1117
1118,TFPI_HUMAN,1118
1119,TG_HUMAN,1119
1120,TGFA_HUMAN,1120
1121,TGFB1_HUMAN,1121
1122,TGFB2_HUMAN,1122
1123,TGFB3_HUMAN,1123
1124,TGFBI_HUMAN,1124
1125,TGM2_HUMAN,1125
1126,TGOLN2_HUMAN,1126
1127,THBS1_HUMAN,1127
1128,THBS2_HUMAN,1128
1129,THBS4_HUMAN,1129
1130,THPO_HUMAN,1130
1131,THY1_HUMAN,1131
1132,TIGIT_HUMAN,1132
1133,TIMD4_HUMAN,1133
1134,TIMP1_HUMAN,1134
1135,TIMP2_HUMAN,1135
1136,TIMP3_HUMAN,1136
1137,TMEM190_HUMAN,1137
1138,TMPRSS6_HUMAN,1138
1139,TNC_HUMAN,1139
1140,TNF_HUMAN,1140
1141,TNFRSF14_HUMAN,1141
1142,TNFSF10_HUMAN,1142
1143,TNFSF11_HUMAN,1143
1144,TNFSF12_HUMAN,1144
1145,TNFSF13_HUMAN,1145
1146,TNFSF13B_HUMAN,1146
1147,TNFSF14_HUMAN,1147
1148,TNFSF15_HUMAN,1148
1149,TNFSF18_HUMAN,1149
1150,TNFSF4_HUMAN,1150
1151,TNFSF8_HUMAN,1151
1152,TNFSF9_HUMAN,1152
1153,TNN_HUMAN,1153
1154,TNR_HUMAN,1154
1155,TNXB_HUMAN,1155
1156,TPH1_HUMAN,1156
1157,TPO_HUMAN,1157
1158,TPSAB1_HUMAN,1158
1159,TPSB2_HUMAN,1159
1160,TPSG1_HUMAN,1160
1161,TRAF2_HUMAN,1161
1162,TREML1_HUMAN,1162
1163,TREML4_HUMAN,1163
1164,TRH_HUMAN,1164
1165,TSHB_HUMAN,1165
1166,TSLP_HUMAN,1166
1167,TSPAN3_HUMAN,1167
1168,TSPAN33_HUMAN,1168
1169,TSPAN5_HUMAN,1169
1170,TTR_HUMAN,1170
1171,TYROBP_HUMAN,1171
1172,UCN_HUMAN,1172
1173,UCN2_HUMAN,1173
1174,UCN3_HUMAN,1174
1175,ULBP2_HUMAN,1175
1176,ULBP3_HUMAN,1176
1177,UTS2_HUMAN,1177
1178,UTS2B_HUMAN,1178
1179,UXS1_HUMAN,1179
1180,VCAM1_HUMAN,1180
1181,VCAN_HUMAN,1181
1182,VEGFA_HUMAN,1182
1183,VEGFB_HUMAN,1183
1184,VEGFC_HUMAN,1184
1185,VEGFD_HUMAN,1185
1186,VGF_HUMAN,1186
1187,VIP_HUMAN,1187
1188,VSIG10_HUMAN,1188
1189,VSIG4_HUMAN,1189
1190,VSIR_HUMAN,1190
1191,VSTM1_HUMAN,1191
1192,VSTM4_HUMAN,1192
1193,VTCN1_HUMAN,1193
1194,VTN_HUMAN,1194
1195,VWF_HUMAN,1195
1196,WBP1_HUMAN,1196
1197,WFIKKN2_HUMAN,1197
1198,WIF1_HUMAN,1198
1199,WNT1_HUMAN,1199
1200,WNT10A_HUMAN,1200
1201,WNT10B_HUMAN,1201
1202,WNT11_HUMAN,1202
1203,WNT16_HUMAN,1203
1204,WNT2_HUMAN,1204
1205,WNT2B_HUMAN,1205
1206,WNT3_HUMAN,1206
1207,WNT3A_HUMAN,1207
1208,WNT4_HUMAN,1208
1209,WNT5A_HUMAN,1209
1210,WNT5B_HUMAN,1210
1211,WNT6_HUMAN,1211
1212,WNT7A_HUMAN,1212
1213,WNT7B_HUMAN,1213
1214,WNT8A_HUMAN,1214
1215,WNT8B_HUMAN,1215
1216,WNT9A_HUMAN,1216
1217,WNT9B_HUMAN,1217
1218,XCL1_HUMAN,1218
1219,XCL2_HUMAN,1219
1220,YARS1_HUMAN,1220
1221,ZDHHC5_HUMAN,1221
1222,ZG16B_HUMAN,1222
1223,ZNRF3_HUMAN,1223
1224,ZP3_HUMAN,1224
1225,ZPBP2_HUMAN,1225
1226,LRP1_HUMAN,1226
1227,MTNR1A_HUMAN,1227
1228,MTNR1B_HUMAN,1228
1229,BDKRB2_HUMAN,1229
1230,AGTR2_HUMAN,1230
1231,TNFRSF11B_HUMAN,1231
1232,TNFRSF11A_HUMAN,1232
1233,SLC6A19_HUMAN,1233
1234,VSTM2B_HUMAN,1234
1235,ERBB4_HUMAN,1235
1236,NOTCH2_HUMAN,1236
1237,NOTCH3_HUMAN,1237
1238,NOTCH1_HUMAN,1238
1239,TSPAN15_HUMAN,1239
1240,TSPAN10_HUMAN,1240
1241,TSPAN14_HUMAN,1241
1242,TSPAN17_HUMAN,1242
1243,EPHA3_HUMAN,1243
1244,AXL_HUMAN,1244
1245,NOTCH4_HUMAN,1245
1246,CCR4_HUMAN,1246
1247,ITGA5_HUMAN,1247
1248,ITGB3_HUMAN,1248
1249,IL6R_HUMAN,1249
1250,ITGA6_HUMAN,1250
1251,ITGB7_HUMAN,1251
1252,IL1RAPL2_HUMAN,1252
1253,IL1RAPL1_HUMAN,1253
1254,FLT4_HUMAN,1254
1255,CLEC12B_HUMAN,1255
1256,ITGAV_HUMAN,1256
1257,ITGB5_HUMAN,1257
1258,CCBE1_HUMAN,1258
1259,ADCYAP1R1_HUMAN,1259
1260,VIPR1_HUMAN,1260
1261,VIPR2_HUMAN,1261
1262,SCTR_HUMAN,1262
1263,RTN4R_HUMAN,1263
1264,TREML2_HUMAN,1264
1265,ADIPOR1_HUMAN,1265
1266,ADIPOR2_HUMAN,1266
1267,GPR42_HUMAN,1267
1268,CNR2_HUMAN,1268
1269,MRGPRX3_HUMAN,1269
1270,MRGPRX4_HUMAN,1270
1271,CALCRL_HUMAN,1271
1272,RAMP2_HUMAN,1272
1273,RAMP3_HUMAN,1273
1274,CALCR_HUMAN,1274
1275,RAMP1_HUMAN,1275
1276,MRGPRX2_HUMAN,1276
1277,GPR182_HUMAN,1277
1278,TSHR_HUMAN,1278
1279,GPR84_HUMAN,1279
1280,ADRB2_HUMAN,1280
1281,PTH1R_HUMAN,1281
1282,ADRB3_HUMAN,1282
1283,GPR20_HUMAN,1283
1284,MUSK_HUMAN,1284
1285,CHRNB3_HUMAN,1285
1286,ATP1A3_HUMAN,1286
1287,LRP2_HUMAN,1287
1288,LRP4_HUMAN,1288
1289,DAG1_HUMAN,1289
1290,MC3R_HUMAN,1290
1291,MC4R_HUMAN,1291
1292,MC5R_HUMAN,1292
1293,SDC3_HUMAN,1293
1294,AGTR1_HUMAN,1294
1295,MAS1_HUMAN,1295
1296,INSR_HUMAN,1296
1297,NTRK1_HUMAN,1297
1298,ALK_HUMAN,1298
1299,LTK_HUMAN,1299
1300,ALOX5_HUMAN,1300
1301,CD63_HUMAN,1301
1302,LAMP1_HUMAN,1302
1303,LAMP2_HUMAN,1303
1304,AMHR2_HUMAN,1304
1305,ACVR1_HUMAN,1305
1306,EGFR_HUMAN,1306
1307,GREM2_HUMAN,1307
1308,BMPR1A_HUMAN,1308
1309,BMPR1B_HUMAN,1309
1310,PLXNB2_HUMAN,1310
1311,TEK_HUMAN,1311
1312,TIE1_HUMAN,1312
1313,LILRB3_HUMAN,1313
1314,ITGA1_HUMAN,1314
1315,TLR4_HUMAN,1315
1316,GPIHBP1_HUMAN,1316
1317,CDH11_HUMAN,1317
1318,SDC1_HUMAN,1318
1319,FGFR1_HUMAN,1319
1320,FPR2_HUMAN,1320
1321,FPR3_HUMAN,1321
1322,FPR1_HUMAN,1322
1323,DYSF_HUMAN,1323
1324,ROBO4_HUMAN,1324
1325,TLR2_HUMAN,1325
1326,APLNR_HUMAN,1326
1327,GRM7_HUMAN,1327
1328,LDLR_HUMAN,1328
1329,OLR1_HUMAN,1329
1330,VLDLR_HUMAN,1330
1331,LSR_HUMAN,1331
1332,TLR6_HUMAN,1332
1333,LRP8_HUMAN,1333
1334,TREM2_HUMAN,1334
1335,LEPR_HUMAN,1335
1336,LRP5_HUMAN,1336
1337,SCARB1_HUMAN,1337
1338,FLT1_HUMAN,1338
1339,TNFRSF21_HUMAN,1339
1340,NCSTN_HUMAN,1340
1341,CD74_HUMAN,1341
1342,NGFR_HUMAN,1342
1343,GPC1_HUMAN,1343
1344,ERBB2_HUMAN,1344
1345,ERBB3_HUMAN,1345
1346,PLD2_HUMAN,1346
1347,GFRA3_HUMAN,1347
1348,GFRA2_HUMAN,1348
1349,GFRA1_HUMAN,1349
1350,MGRN1_HUMAN,1350
1351,ATRN_HUMAN,1351
1352,MC1R_HUMAN,1352
1353,MC2R_HUMAN,1353
1354,OXTR_HUMAN,1354
1355,AVPR1A_HUMAN,1355
1356,AVPR1B_HUMAN,1356
1357,AVPR2_HUMAN,1357
1358,AQP2_HUMAN,1358
1359,TAP1_HUMAN,1359
1360,TAP2_HUMAN,1360
1361,CD1A_HUMAN,1361
1362,LILRB1_HUMAN,1362
1363,KLRD1_HUMAN,1363
1364,KLRC1_HUMAN,1364
1365,NRCAM_HUMAN,1365
1366,NTRK2_HUMAN,1366
1367,DRD4_HUMAN,1367
1368,SORT1_HUMAN,1368
1369,TLR1_HUMAN,1369
1370,FGFR3_HUMAN,1370
1371,BMPR2_HUMAN,1371
1372,ACVR2B_HUMAN,1372
1373,ACVR2A_HUMAN,1373
1374,ACVRL1_HUMAN,1374
1375,TGFBR1_HUMAN,1375
1376,ACVR1B_HUMAN,1376
1377,PTPRD_HUMAN,1377
1378,TGFBR2_HUMAN,1378
1379,PLAUR_HUMAN,1379
1380,PTCH1_HUMAN,1380
1381,SMO_HUMAN,1381
1382,PTCH2_HUMAN,1382
1383,SLAMF9_HUMAN,1383
1384,LILRA4_HUMAN,1384
1385,CD247_HUMAN,1385
1386,CD79A_HUMAN,1386
1387,CD276_HUMAN,1387
1388,FAM187B_HUMAN,1388
1389,LILRA3_HUMAN,1389
1390,GP6_HUMAN,1390
1391,LILRA1_HUMAN,1391
1392,GPR15_HUMAN,1392
1393,CD93_HUMAN,1393
1394,CSPG4_HUMAN,1394
1395,CR1_HUMAN,1395
1396,CD33_HUMAN,1396
1397,MFRP_HUMAN,1397
1398,C3AR1_HUMAN,1398
1399,CR2_HUMAN,1399
1400,CD19_HUMAN,1400
1401,CD46_HUMAN,1401
1402,C5AR2_HUMAN,1402
1403,ITGAX_HUMAN,1403
1404,C5AR1_HUMAN,1404
1405,DDR1_HUMAN,1405
1406,IL2RG_HUMAN,1406
1407,PRLR_HUMAN,1407
1408,PEAR1_HUMAN,1408
1409,CNGA2_HUMAN,1409
1410,KCNH1_HUMAN,1410
1411,MYLK_HUMAN,1411
1412,MYLK2_HUMAN,1412
1413,PDE1A_HUMAN,1413
1414,PDE1B_HUMAN,1414
1415,PDE1C_HUMAN,1415
1416,ITGA3_HUMAN,1416
1417,MPL_HUMAN,1417
1418,ITGA2B_HUMAN,1418
1419,SCARF1_HUMAN,1419
1420,P2RX7_HUMAN,1420
1421,IGF1R_HUMAN,1421
1422,CCKAR_HUMAN,1422
1423,CCKBR_HUMAN,1423
1424,ACKR2_HUMAN,1424
1425,CCR2_HUMAN,1425
1426,CCR3_HUMAN,1426
1427,CCR5_HUMAN,1427
1428,CCR8_HUMAN,1428
1429,ACKR1_HUMAN,1429
1430,CCR1_HUMAN,1430
1431,CXCR3_HUMAN,1431
1432,DPP4_HUMAN,1432
1433,ACKR4_HUMAN,1433
1434,HRH4_HUMAN,1434
1435,CCR7_HUMAN,1435
1436,CCRL2_HUMAN,1436
1437,CCR10_HUMAN,1437
1438,CCR6_HUMAN,1438
1439,CCR9_HUMAN,1439
1440,CX3CR1_HUMAN,1440
1441,ADRA2A_HUMAN,1441
1442,GPR75_HUMAN,1442
1443,ITGAD_HUMAN,1443
1444,LRP6_HUMAN,1444
1445,FGFR2_HUMAN,1445
1446,IGF2R_HUMAN,1446
1447,PLXND1_HUMAN,1447
1448,IL6ST_HUMAN,1448
1449,CD53_HUMAN,1449
1450,CD200R1_HUMAN,1450
1451,CD200R1L_HUMAN,1451
1452,CSF3R_HUMAN,1452
1453,MUC15_HUMAN,1453
1454,IYD_HUMAN,1454
1455,LAT_HUMAN,1455
1456,PDCD1_HUMAN,1456
1457,NCR3_HUMAN,1457
1458,TMEM95_HUMAN,1458
1459,CD4_HUMAN,1459
1460,IGSF5_HUMAN,1460
1461,PTPRO_HUMAN,1461
1462,ROR2_HUMAN,1462
1463,TMEM167A_HUMAN,1463
1464,CLDN7_HUMAN,1464
1465,SCN1B_HUMAN,1465
1466,PCSK4_HUMAN,1466
1467,SIGLEC10_HUMAN,1467
1468,ADGRE2_HUMAN,1468
1469,PTPRT_HUMAN,1469
1470,STAB1_HUMAN,1470
1471,CD5_HUMAN,1471
1472,CD27_HUMAN,1472
1473,NCAM2_HUMAN,1473
1474,KREMEN1_HUMAN,1474
1475,CTLA4_HUMAN,1475
1476,CD37_HUMAN,1476
1477,KIT_HUMAN,1477
1478,CD36_HUMAN,1478
1479,IGSF8_HUMAN,1479
1480,PILRA_HUMAN,1480
1481,CD81_HUMAN,1481
1482,PILRB_HUMAN,1482
1483,KLRG1_HUMAN,1483
1484,ITGAE_HUMAN,1484
1485,PTPRF_HUMAN,1485
1486,CDON_HUMAN,1486
1487,BTN3A1_HUMAN,1487
1488,CD3D_HUMAN,1488
1489,UNC5A_HUMAN,1489
1490,HAVCR2_HUMAN,1490
1491,VSIG8_HUMAN,1491
1492,CD8A_HUMAN,1492
1493,BTN2A2_HUMAN,1493
1494,CXCR4_HUMAN,1494
1495,MRC2_HUMAN,1495
1496,CFB_HUMAN,1496
1497,NCR1_HUMAN,1497
1498,FSHR_HUMAN,1498
1499,LHCGR_HUMAN,1499
1500,ITGA2_HUMAN,1500
1501,TMEM132A_HUMAN,1501
1502,CNTFR_HUMAN,1502
1503,LIFR_HUMAN,1503
1504,CLDN9_HUMAN,1504
1505,CLDN8_HUMAN,1505
1506,CLDN6_HUMAN,1506
1507,ITGA10_HUMAN,1507
1508,ITGA11_HUMAN,1508
1509,KLRF2_HUMAN,1509
1510,KLRB1_HUMAN,1510
1511,KLRF1_HUMAN,1511
1512,CLEC10A_HUMAN,1512
1513,LAG3_HUMAN,1513
1514,GPR55_HUMAN,1514
1515,SGCG_HUMAN,1515
1516,IL23R_HUMAN,1516
1517,FCGRT_HUMAN,1517
1518,PCDHB7_HUMAN,1518
1519,CNTNAP2_HUMAN,1519
1520,APLP1_HUMAN,1520
1521,PTPRG_HUMAN,1521
1522,FAM187A_HUMAN,1522
1523,SPACA6_HUMAN,1523
1524,SLAMF1_HUMAN,1524
1525,TMEM81_HUMAN,1525
1526,LAIR1_HUMAN,1526
1527,GPC4_HUMAN,1527
1528,KDR_HUMAN,1528
1529,PTPRS_HUMAN,1529
1530,ITGB8_HUMAN,1530
1531,DDR2_HUMAN,1531
1532,TNFRSF10A_HUMAN,1532
1533,SLC4A11_HUMAN,1533
1534,ITGA7_HUMAN,1534
1535,NTSR2_HUMAN,1535
1536,P2RY6_HUMAN,1536
1537,SSTR1_HUMAN,1537
1538,SSTR2_HUMAN,1538
1539,SSTR3_HUMAN,1539
1540,SSTR4_HUMAN,1540
1541,SSTR5_HUMAN,1541
1542,GHSR_HUMAN,1542
1543,SLC40A1_HUMAN,1543
1544,LINC02210-CRHR1_HUMAN,1544
1545,CRHR1_HUMAN,1545
1546,CATSPER1_HUMAN,1546
1547,A1BG_HUMAN,1547
1548,NTRK3_HUMAN,1548
1549,CSF1R_HUMAN,1549
1550,CSF2RA_HUMAN,1550
1551,CSF2RB_HUMAN,1551
1552,IL3RA_HUMAN,1552
1553,GHR_HUMAN,1553
1554,FZD5_HUMAN,1554
1555,FZD6_HUMAN,1555
1556,FZD3_HUMAN,1556
1557,F2R_HUMAN,1557
1558,F2RL1_HUMAN,1558
1559,F2RL2_HUMAN,1559
1560,CXCR2_HUMAN,1560
1561,CXCR1_HUMAN,1561
1562,ACKR3_HUMAN,1562
1563,CXCR5_HUMAN,1563
1564,CXCR6_HUMAN,1564
1565,GPR35_HUMAN,1565
1566,XCR1_HUMAN,1566
1567,ADRA2C_HUMAN,1567
1568,ADRA1A_HUMAN,1568
1569,ADRA1B_HUMAN,1569
1570,ADRA1D_HUMAN,1570
1571,ADRA2B_HUMAN,1571
1572,ADRB1_HUMAN,1572
1573,GPR161_HUMAN,1573
1574,MET_HUMAN,1574
1575,HHIP_HUMAN,1575
1576,KREMEN2_HUMAN,1576
1577,DCC_HUMAN,1577
1578,DSG3_HUMAN,1578
1579,DSG4_HUMAN,1579
1580,AQP9_HUMAN,1580
1581,ITGB6_HUMAN,1581
1582,CD151_HUMAN,1582
1583,ITGB4_HUMAN,1583
1584,RPSA_HUMAN,1584
1585,RPSAP58_HUMAN,1585
1586,IL27RA_HUMAN,1586
1587,CACHD1_HUMAN,1587
1588,EDAR_HUMAN,1588
1589,EDA2R_HUMAN,1589
1590,IL1RL1_HUMAN,1590
1591,EDNRA_HUMAN,1591
1592,EDNRB_HUMAN,1592
1593,ADGRL4_HUMAN,1593
1594,ECE1_HUMAN,1594
1595,AQP1_HUMAN,1595
1596,PLSCR4_HUMAN,1596
1597,LINGO1_HUMAN,1597
1598,EPHA1_HUMAN,1598
1599,EPHA6_HUMAN,1599
1600,EPHA8_HUMAN,1600
1601,EPHA2_HUMAN,1601
1602,EPHA5_HUMAN,1602
1603,EPHA7_HUMAN,1603
1604,EPHB1_HUMAN,1604
1605,EPHA10_HUMAN,1605
1606,EPHB6_HUMAN,1606
1607,EPHB2_HUMAN,1607
1608,NAALAD2_HUMAN,1608
1609,TRHDE_HUMAN,1609
1610,ITLN1_HUMAN,1610
1611,EVC2_HUMAN,1611
1612,EPHB3_HUMAN,1612
1613,EPHB4_HUMAN,1613
1614,TCTN2_HUMAN,1614
1615,FCRL1_HUMAN,1615
1616,C19orf38_HUMAN,1616
1617,RHBDL2_HUMAN,1617
1618,GRM5_HUMAN,1618
1619,GRM1_HUMAN,1619
1620,GPR19_HUMAN,1620
1621,ADORA1_HUMAN,1621
1622,ADORA2A_HUMAN,1622
1623,ADORA2B_HUMAN,1623
1624,TMIGD3_HUMAN,1624
1625,FGFR4_HUMAN,1625
1626,EPOR_HUMAN,1626
1627,ROBO3_HUMAN,1627
1628,SLC9A1_HUMAN,1628
1629,F3_HUMAN,1629
1630,GP1BB_HUMAN,1630
1631,GP9_HUMAN,1631
1632,F2RL3_HUMAN,1632
1633,THBD_HUMAN,1633
1634,ASGR2_HUMAN,1634
1635,GLRA2_HUMAN,1635
1636,FFAR2_HUMAN,1636
1637,KIR2DL3_HUMAN,1637
1638,ADGRG5_HUMAN,1638
1639,NPR2_HUMAN,1639
1640,FAS_HUMAN,1640
1641,TNFRSF6B_HUMAN,1641
1642,NRP2_HUMAN,1642
1643,SCN1A_HUMAN,1643
1644,SCN4A_HUMAN,1644
1645,SCN5A_HUMAN,1645
1646,SCN9A_HUMAN,1646
1647,SCN2A_HUMAN,1647
1648,SCN3A_HUMAN,1648
1649,SCN11A_HUMAN,1649
1650,SCN8A_HUMAN,1650
1651,SCN10A_HUMAN,1651
1652,KLB_HUMAN,1652
1653,PLVAP_HUMAN,1653
1654,UNC5C_HUMAN,1654
1655,UNC5D_HUMAN,1655
1656,UNC5B_HUMAN,1656
1657,FLT3_HUMAN,1657
1658,ITGA8_HUMAN,1658
1659,CEACAM19_HUMAN,1659
1660,ADAM19_HUMAN,1660
1661,ADAMTS1_HUMAN,1661
1662,SORCS1_HUMAN,1662
1663,GRM4_HUMAN,1663
1664,GALR1_HUMAN,1664
1665,GALR2_HUMAN,1665
1666,GALR3_HUMAN,1666
1667,GPR151_HUMAN,1667
1668,MERTK_HUMAN,1668
1669,TYRO3_HUMAN,1669
1670,GLP1R_HUMAN,1670
1671,GLP2R_HUMAN,1671
1672,GCGR_HUMAN,1672
1673,GIPR_HUMAN,1673
1674,ACVR1C_HUMAN,1674
1675,GFRAL_HUMAN,1675
1676,FXYD6_HUMAN,1676
1677,ORAI2_HUMAN,1677
1678,GHRHR_HUMAN,1678
1679,PTGER3_HUMAN,1679
1680,TBXA2R_HUMAN,1680
1681,MLNR_HUMAN,1681
1682,GPR39_HUMAN,1682
1683,MOG_HUMAN,1683
1684,ADCY1_HUMAN,1684
1685,ADCY5_HUMAN,1685
1686,ADCY2_HUMAN,1686
1687,PTGIR_HUMAN,1687
1688,HTR6_HUMAN,1688
1689,PTGDR_HUMAN,1689
1690,ADCY8_HUMAN,1690
1691,ADCY9_HUMAN,1691
1692,ADCY6_HUMAN,1692
1693,CAMK2A_HUMAN,1693
1694,GNRHR_HUMAN,1694
1695,GNRHR2_HUMAN,1695
1696,VSIG10L_HUMAN,1696
1697,AMFR_HUMAN,1697
1698,TNFRSF1A_HUMAN,1698
1699,TNFRSF1B_HUMAN,1699
1700,CLEC4M_HUMAN,1700
