id_gene,ensembl,gene_name,hgnc_symbol,protein_name,protein_id
394,ENSG00000108947,EFNB3,EFNB3,EFNB3_HUMAN,394
395,ENSG00000138798,EGF,EGF,EGF_HUMAN,395
396,ENSG00000241404,EGFL8,EGFL8,EGFL8_HUMAN,396
397,ENSG00000225968,ELFN1,ELFN1,ELFN1_HUMAN,397
398,ENSG00000127463,EMC1,EMC1,EMC1_HUMAN,398
399,ENSG00000132464,ENAM,ENAM,ENAM_HUMAN,399
400,ENSG00000106991,ENG,ENG,ENG_HUMAN,400
401,ENSG00000168913,ENHO,ENHO,ENHO_HUMAN,401
402,ENSG00000197594,ENPP1,ENPP1,ENPP1_HUMAN,402
403,ENSG00000138185,ENTPD1,ENTPD1,ENTPD1_HUMAN,403
404,ENSG00000119888,EPCAM,EPCAM,EPCAM_HUMAN,404
405,ENSG00000182585,EPGN,EPGN,EPGN_HUMAN,405
406,ENSG00000116106,EPHA4,EPHA4,EPHA4_HUMAN,406
407,ENSG00000130427,EPO,EPO,EPO_HUMAN,407
408,ENSG00000124882,EREG,EREG,EREG_HUMAN,408
409,ENSG00000178752,ERFE,ERFE,ERFE_HUMAN,409
410,ENSG00000149564,ESAM,ESAM,ESAM_HUMAN,410
411,ENSG00000164283,ESM1,ESM1,ESM1_HUMAN,411
412,ENSG00000221990,EXOC3-AS1,EXOC3-AS1,EXOC3-AS1_HUMAN,412
413,ENSG00000092820,EZR,EZR,EZR_HUMAN,413
414,ENSG00000126218,F10,F10,F10_HUMAN,414
415,ENSG00000088926,F11,F11,F11_HUMAN,415
416,ENSG00000158769,F11R,F11R,F11R_HUMAN,416
417,ENSG00000131187,F12,F12,F12_HUMAN,417
418,ENSG00000124491,F13A1,F13A1,F13A1_HUMAN,418
419,ENSG00000180210,F2,F2,F2_HUMAN,419
420,ENSG00000198734,F5,F5,F5_HUMAN,420
421,ENSG00000057593,F7,F7,F7_HUMAN,421
422,ENSG00000185010,F8,F8,F8_HUMAN,422
423,ENSG00000101981,F9,F9,F9_HUMAN,423
424,ENSG00000221909,FAM200A,FAM200A,FAM200A_HUMAN,424
425,ENSG00000183844,FAM3B,FAM3B,FAM3B_HUMAN,425
426,ENSG00000196937,FAM3C,FAM3C,FAM3C_HUMAN,426
427,ENSG00000198643,FAM3D,FAM3D,FAM3D_HUMAN,427
428,ENSG00000078098,FAP,FAP,FAP_HUMAN,428
429,ENSG00000117560,FASLG,FASLG,FASLG_HUMAN,429
430,ENSG00000196159,FAT4,FAT4,FAT4_HUMAN,430
431,ENSG00000077942,FBLN1,FBLN1,FBLN1_HUMAN,431
432,ENSG00000163520,FBLN2,FBLN2,FBLN2_HUMAN,432
433,ENSG00000166147,FBN1,FBN1,FBN1_HUMAN,433
434,ENSG00000186431,FCAR,FCAR,FCAR_HUMAN,434
435,ENSG00000104921,FCER2,FCER2,FCER2_HUMAN,435
436,ENSG00000162747,FCGR3B,FCGR3B,FCGR3B_HUMAN,436
437,ENSG00000085265,FCN1,FCN1,FCN1_HUMAN,437
438,ENSG00000160339,FCN2,FCN2,FCN2_HUMAN,438
439,ENSG00000181036,FCRL6,FCRL6,FCRL6_HUMAN,439
440,ENSG00000171560,FGA,FGA,FGA_HUMAN,440
441,ENSG00000171564,FGB,FGB,FGB_HUMAN,441
442,ENSG00000113578,FGF1,FGF1,FGF1_HUMAN,442
443,ENSG00000070193,FGF10,FGF10,FGF10_HUMAN,443
444,ENSG00000161958,FGF11,FGF11,FGF11_HUMAN,444
445,ENSG00000114279,FGF12,FGF12,FGF12_HUMAN,445
446,ENSG00000129682,FGF13,FGF13,FGF13_HUMAN,446
447,ENSG00000102466,FGF14,FGF14,FGF14_HUMAN,447
448,ENSG00000196468,FGF16,FGF16,FGF16_HUMAN,448
449,ENSG00000158815,FGF17,FGF17,FGF17_HUMAN,449
450,ENSG00000156427,FGF18,FGF18,FGF18_HUMAN,450
451,ENSG00000162344,FGF19,FGF19,FGF19_HUMAN,451
452,ENSG00000138685,FGF2,FGF2,FGF2_HUMAN,452
453,ENSG00000078579,FGF20,FGF20,FGF20_HUMAN,453
454,ENSG00000105550,FGF21,FGF21,FGF21_HUMAN,454
455,ENSG00000070388,FGF22,FGF22,FGF22_HUMAN,455
456,ENSG00000118972,FGF23,FGF23,FGF23_HUMAN,456
457,ENSG00000186895,FGF3,FGF3,FGF3_HUMAN,457
458,ENSG00000075388,FGF4,FGF4,FGF4_HUMAN,458
459,ENSG00000138675,FGF5,FGF5,FGF5_HUMAN,459
460,ENSG00000111241,FGF6,FGF6,FGF6_HUMAN,460
461,ENSG00000140285,FGF7,FGF7,FGF7_HUMAN,461
462,ENSG00000107831,FGF8,FGF8,FGF8_HUMAN,462
463,ENSG00000102678,FGF9,FGF9,FGF9_HUMAN,463
464,ENSG00000127418,FGFRL1,FGFRL1,FGFRL1_HUMAN,464
465,ENSG00000171557,FGG,FGG,FGG_HUMAN,465
466,ENSG00000104760,FGL1,FGL1,FGL1_HUMAN,466
467,ENSG00000126500,FLRT1,FLRT1,FLRT1_HUMAN,467
468,ENSG00000185070,FLRT2,FLRT2,FLRT2_HUMAN,468
469,ENSG00000125848,FLRT3,FLRT3,FLRT3_HUMAN,469
470,ENSG00000090554,FLT3LG,FLT3LG,FLT3LG_HUMAN,470
471,ENSG00000115414,FN1,FN1,FN1_HUMAN,471
472,ENSG00000160097,FNDC5,FNDC5,FNDC5_HUMAN,472
473,ENSG00000131808,FSHB,FSHB,FSHB_HUMAN,473
474,ENSG00000134363,FST,FST,FST_HUMAN,474
475,ENSG00000168843,FSTL5,FSTL5,FSTL5_HUMAN,475
476,ENSG00000140564,FURIN,FURIN,FURIN_HUMAN,476
477,ENSG00000128683,GAD1,GAD1,GAD1_HUMAN,477
478,ENSG00000069482,GAL,GAL,GAL_HUMAN,478
479,ENSG00000197487,GALP,GALP,GALP_HUMAN,479
480,ENSG00000183087,GAS6,GAS6,GAS6_HUMAN,480
481,ENSG00000184502,GAST,GAST,GAST_HUMAN,481
482,ENSG00000145321,GC,GC,GC_HUMAN,482
483,ENSG00000115263,GCG,GCG,GCG_HUMAN,483
484,ENSG00000130283,GDF1,GDF1,GDF1_HUMAN,484
485,ENSG00000266524,GDF10,GDF10,GDF10_HUMAN,485
486,ENSG00000135414,GDF11,GDF11,GDF11_HUMAN,486
487,ENSG00000130513,GDF15,GDF15,GDF15_HUMAN,487
488,ENSG00000263761,GDF2,GDF2,GDF2_HUMAN,488
489,ENSG00000184344,GDF3,GDF3,GDF3_HUMAN,489
490,ENSG00000125965,GDF5,GDF5,GDF5_HUMAN,490
491,ENSG00000156466,GDF6,GDF6,GDF6_HUMAN,491
492,ENSG00000143869,GDF7,GDF7,GDF7_HUMAN,492
493,ENSG00000164404,GDF9,GDF9,GDF9_HUMAN,493
494,ENSG00000168621,GDNF,GDNF,GDNF_HUMAN,494
495,ENSG00000100031,GGT1,GGT1,GGT1_HUMAN,495
496,ENSG00000259384,GH1,GH1,GH1_HUMAN,496
497,ENSG00000136487,GH2,GH2,GH2_HUMAN,497
498,ENSG00000118702,GHRH,GHRH,GHRH_HUMAN,498
499,ENSG00000157017,GHRL,GHRL,GHRL_HUMAN,499
500,ENSG00000159224,GIP,GIP,GIP_HUMAN,500
501,ENSG00000165474,GJB2,GJB2,GJB2_HUMAN,501
502,ENSG00000121742,GJB6,GJB6,GJB6_HUMAN,502
503,ENSG00000090863,GLG1,GLG1,GLG1_HUMAN,503
504,ENSG00000087460,GNAS,GNAS,GNAS_HUMAN,504
505,ENSG00000147437,GNRH1,GNRH1,GNRH1_HUMAN,505
506,ENSG00000125787,GNRH2,GNRH2,GNRH2_HUMAN,506
507,ENSG00000185245,GP1BA,GP1BA,GP1BA_HUMAN,507
508,ENSG00000178732,GP5,GP5,GP5_HUMAN,508
509,ENSG00000147257,GPC3,GPC3,GPC3_HUMAN,509
510,ENSG00000183098,GPC6,GPC6,GPC6_HUMAN,510
511,ENSG00000149735,GPHA2,GPHA2,GPHA2_HUMAN,511
512,ENSG00000179600,GPHB5,GPHB5,GPHB5_HUMAN,512
513,ENSG00000105220,GPI,GPI,GPI_HUMAN,513
514,ENSG00000166923,GREM1,GREM1,GREM1_HUMAN,514
515,ENSG00000030582,GRN,GRN,GRN_HUMAN,515
516,ENSG00000134443,GRP,GRP,GRP_HUMAN,516
517,ENSG00000084207,GSTP1,GSTP1,GSTP1_HUMAN,517
518,ENSG00000197273,GUCA2A,GUCA2A,GUCA2A_HUMAN,518
519,ENSG00000044012,GUCA2B,GUCA2B,GUCA2B_HUMAN,519
520,ENSG00000132518,GUCY2D,GUCY2D,GUCY2D_HUMAN,520
521,ENSG00000100453,GZMB,GZMB,GZMB_HUMAN,521
522,ENSG00000145681,HAPLN1,HAPLN1,HAPLN1_HUMAN,522
523,ENSG00000105509,HAS1,HAS1,HAS1_HUMAN,523
524,ENSG00000170961,HAS2,HAS2,HAS2_HUMAN,524
525,ENSG00000113249,HAVCR1,HAVCR1,HAVCR1_HUMAN,525
526,ENSG00000113070,HBEGF,HBEGF,HBEGF_HUMAN,526
527,ENSG00000161610,HCRT,HCRT,HCRT_HUMAN,527
528,ENSG00000140287,HDC,HDC,HDC_HUMAN,528
529,ENSG00000013583,HEBP1,HEBP1,HEBP1_HUMAN,529
530,ENSG00000019991,HGF,HGF,HGF_HUMAN,530
531,ENSG00000143512,HHIPL2,HHIPL2,HHIPL2_HUMAN,531
532,ENSG00000114455,HHLA2,HHLA2,HHLA2_HUMAN,532
533,ENSG00000168509,HJV,HJV,HJV_HUMAN,533
534,ENSG00000206503,HLA-A,HLA-A,HLA-A_HUMAN,534
535,ENSG00000234745,HLA-B,HLA-B,HLA-B_HUMAN,535
536,ENSG00000204525,HLA-C,HLA-C,HLA-C_HUMAN,536
537,ENSG00000204257,HLA-DMA,HLA-DMA,HLA-DMA_HUMAN,537
538,ENSG00000242574,HLA-DMB,HLA-DMB,HLA-DMB_HUMAN,538
539,ENSG00000204252,HLA-DOA,HLA-DOA,HLA-DOA_HUMAN,539
540,ENSG00000241106,HLA-DOB,HLA-DOB,HLA-DOB_HUMAN,540
541,ENSG00000223865,HLA-DPB1,HLA-DPB1,HLA-DPB1_HUMAN,541
542,ENSG00000196735,HLA-DQA1,HLA-DQA1,HLA-DQA1_HUMAN,542
543,ENSG00000237541,HLA-DQA2,HLA-DQA2,HLA-DQA2_HUMAN,543
544,ENSG00000179344,HLA-DQB1,HLA-DQB1,HLA-DQB1_HUMAN,544
545,ENSG00000232629,HLA-DQB2,HLA-DQB2,HLA-DQB2_HUMAN,545
546,ENSG00000204287,HLA-DRA,HLA-DRA,HLA-DRA_HUMAN,546
547,ENSG00000196126,HLA-DRB1,HLA-DRB1,HLA-DRB1_HUMAN,547
548,Unknown00004,HLA-DRB3,HLA-DRB3,HLA-DRB3_HUMAN,548
549,Unknown00005,HLA-DRB4,HLA-DRB4,HLA-DRB4_HUMAN,549
550,ENSG00000198502,HLA-DRB5,HLA-DRB5,HLA-DRB5_HUMAN,550
551,ENSG00000204592,HLA-E,HLA-E,HLA-E_HUMAN,551
552,ENSG00000204642,HLA-F,HLA-F,HLA-F_HUMAN,552
553,ENSG00000204632,HLA-G,HLA-G,HLA-G_HUMAN,553
554,ENSG00000189403,HMGB1,HMGB1,HMGB1_HUMAN,554
555,ENSG00000257017,HP,HP,HP_HUMAN,555
556,ENSG00000110169,HPX,HPX,HPX_HUMAN,556
557,ENSG00000113905,HRG,HRG,HRG_HUMAN,557
558,ENSG00000166598,HSP90B1,HSP90B1,HSP90B1_HUMAN,558
559,ENSG00000142798,HSPG2,HSPG2,HSPG2_HUMAN,559
560,ENSG00000121351,IAPP,IAPP,IAPP_HUMAN,560
561,ENSG00000029559,IBSP,IBSP,IBSP_HUMAN,561
562,ENSG00000090339,ICAM1,ICAM1,ICAM1_HUMAN,562
563,ENSG00000108622,ICAM2,ICAM2,ICAM2_HUMAN,563
564,ENSG00000076662,ICAM3,ICAM3,ICAM3_HUMAN,564
565,ENSG00000105371,ICAM4,ICAM4,ICAM4_HUMAN,565
566,ENSG00000105376,ICAM5,ICAM5,ICAM5_HUMAN,566
567,ENSG00000160223,ICOSLG,ICOSLG,ICOSLG_HUMAN,567
568,ENSG00000185885,IFITM1,IFITM1,IFITM1_HUMAN,568
569,ENSG00000197919,IFNA1,IFNA1,IFNA1_HUMAN,569
570,ENSG00000186803,IFNA10,IFNA10,IFNA10_HUMAN,570
571,ENSG00000233816,IFNA13,IFNA13,IFNA13_HUMAN,571
572,ENSG00000228083,IFNA14,IFNA14,IFNA14_HUMAN,572
573,ENSG00000147885,IFNA16,IFNA16,IFNA16_HUMAN,573
574,ENSG00000234829,IFNA17,IFNA17,IFNA17_HUMAN,574
575,ENSG00000188379,IFNA2,IFNA2,IFNA2_HUMAN,575
576,ENSG00000137080,IFNA21,IFNA21,IFNA21_HUMAN,576
577,ENSG00000236637,IFNA4,IFNA4,IFNA4_HUMAN,577
578,ENSG00000147873,IFNA5,IFNA5,IFNA5_HUMAN,578
579,ENSG00000120235,IFNA6,IFNA6,IFNA6_HUMAN,579
580,ENSG00000214042,IFNA7,IFNA7,IFNA7_HUMAN,580
581,ENSG00000120242,IFNA8,IFNA8,IFNA8_HUMAN,581
582,ENSG00000171855,IFNB1,IFNB1,IFNB1_HUMAN,582
583,ENSG00000184995,IFNE,IFNE,IFNE_HUMAN,583
584,ENSG00000111537,IFNG,IFNG,IFNG_HUMAN,584
585,ENSG00000147896,IFNK,IFNK,IFNK_HUMAN,585
586,ENSG00000182393,IFNL1,IFNL1,IFNL1_HUMAN,586
587,ENSG00000183709,IFNL2,IFNL2,IFNL2_HUMAN,587
588,ENSG00000197110,IFNL3,IFNL3,IFNL3_HUMAN,588
589,ENSG00000272395,IFNL4,IFNL4,IFNL4_HUMAN,589
590,ENSG00000177047,IFNW1,IFNW1,IFNW1_HUMAN,590
591,ENSG00000017427,IGF1,IGF1,IGF1_HUMAN,591
592,ENSG00000167244,IGF2,IGF2,IGF2_HUMAN,592
593,ENSG00000146674,IGFBP3,IGFBP3,IGFBP3_HUMAN,593
594,ENSG00000141753,IGFBP4,IGFBP4,IGFBP4_HUMAN,594
595,ENSG00000163453,IGFBP7,IGFBP7,IGFBP7_HUMAN,595
596,ENSG00000137142,IGFBPL1,IGFBPL1,IGFBPL1_HUMAN,596
597,ENSG00000188293,IGFL1,IGFL1,IGFL1_HUMAN,597
598,ENSG00000204866,IGFL2,IGFL2,IGFL2_HUMAN,598
599,ENSG00000188624,IGFL3,IGFL3,IGFL3_HUMAN,599
600,ENSG00000152580,IGSF10,IGSF10,IGSF10_HUMAN,600
601,ENSG00000144847,IGSF11,IGSF11,IGSF11_HUMAN,601
602,ENSG00000117154,IGSF21,IGSF21,IGSF21_HUMAN,602
603,ENSG00000143061,IGSF3,IGSF3,IGSF3_HUMAN,603
604,ENSG00000163501,IHH,IHH,IHH_HUMAN,604
605,ENSG00000136634,IL10,IL10,IL10_HUMAN,605
606,ENSG00000095752,IL11,IL11,IL11_HUMAN,606
607,ENSG00000168811,IL12A,IL12A,IL12A_HUMAN,607
608,ENSG00000113302,IL12B,IL12B,IL12B_HUMAN,608
609,ENSG00000169194,IL13,IL13,IL13_HUMAN,609
610,ENSG00000164136,IL15,IL15,IL15_HUMAN,610
611,ENSG00000172349,IL16,IL16,IL16_HUMAN,611
612,ENSG00000112115,IL17A,IL17A,IL17A_HUMAN,612
613,ENSG00000127743,IL17B,IL17B,IL17B_HUMAN,613
614,ENSG00000124391,IL17C,IL17C,IL17C_HUMAN,614
615,ENSG00000112116,IL17F,IL17F,IL17F_HUMAN,615
616,ENSG00000150782,IL18,IL18,IL18_HUMAN,616
617,ENSG00000137496,IL18BP,IL18BP,IL18BP_HUMAN,617
618,ENSG00000142224,IL19,IL19,IL19_HUMAN,618
619,ENSG00000115008,IL1A,IL1A,IL1A_HUMAN,619
620,ENSG00000125538,IL1B,IL1B,IL1B_HUMAN,620
621,ENSG00000136697,IL1F10,IL1F10,IL1F10_HUMAN,621
622,ENSG00000136689,IL1RN,IL1RN,IL1RN_HUMAN,622
623,ENSG00000109471,IL2,IL2,IL2_HUMAN,623
624,ENSG00000162891,IL20,IL20,IL20_HUMAN,624
625,ENSG00000138684,IL21,IL21,IL21_HUMAN,625
626,ENSG00000127318,IL22,IL22,IL22_HUMAN,626
627,ENSG00000110944,IL23A,IL23A,IL23A_HUMAN,627
628,ENSG00000162892,IL24,IL24,IL24_HUMAN,628
629,ENSG00000166090,IL25,IL25,IL25_HUMAN,629
630,ENSG00000111536,IL26,IL26,IL26_HUMAN,630
631,ENSG00000197272,IL27,IL27,IL27_HUMAN,631
632,ENSG00000164399,IL3,IL3,IL3_HUMAN,632
633,ENSG00000204671,IL31,IL31,IL31_HUMAN,633
634,ENSG00000008517,IL32,IL32,IL32_HUMAN,634
635,ENSG00000137033,IL33,IL33,IL33_HUMAN,635
636,ENSG00000157368,IL34,IL34,IL34_HUMAN,636
637,ENSG00000136694,IL36A,IL36A,IL36A_HUMAN,637
638,ENSG00000136696,IL36B,IL36B,IL36B_HUMAN,638
639,ENSG00000136688,IL36G,IL36G,IL36G_HUMAN,639
640,ENSG00000136695,IL36RN,IL36RN,IL36RN_HUMAN,640
641,ENSG00000125571,IL37,IL37,IL37_HUMAN,641
642,ENSG00000113520,IL4,IL4,IL4_HUMAN,642
643,ENSG00000113525,IL5,IL5,IL5_HUMAN,643
644,ENSG00000136244,IL6,IL6,IL6_HUMAN,644
645,ENSG00000104432,IL7,IL7,IL7_HUMAN,645
646,ENSG00000145839,IL9,IL9,IL9_HUMAN,646
647,ENSG00000143195,ILDR2,ILDR2,ILDR2_HUMAN,647
648,ENSG00000081148,IMPG2,IMPG2,IMPG2_HUMAN,648
649,ENSG00000123999,INHA,INHA,INHA_HUMAN,649
650,ENSG00000122641,INHBA,INHBA,INHBA_HUMAN,650
651,ENSG00000163083,INHBB,INHBB,INHBB_HUMAN,651
652,ENSG00000175189,INHBC,INHBC,INHBC_HUMAN,652
653,ENSG00000139269,INHBE,INHBE,INHBE_HUMAN,653
654,ENSG00000254647,INS,INS,INS_HUMAN,654
655,ENSG00000248099,INSL3,INSL3,INSL3_HUMAN,655
656,ENSG00000172410,INSL5,INSL5,INSL5_HUMAN,656
657,ENSG00000115232,ITGA4,ITGA4,ITGA4_HUMAN,657
658,ENSG00000144668,ITGA9,ITGA9,ITGA9_HUMAN,658
659,ENSG00000005844,ITGAL,ITGAL,ITGAL_HUMAN,659
660,ENSG00000169896,ITGAM,ITGAM,ITGAM_HUMAN,660
661,ENSG00000150093,ITGB1,ITGB1,ITGB1_HUMAN,661
662,ENSG00000160255,ITGB2,ITGB2,ITGB2_HUMAN,662
663,ENSG00000151655,ITIH2,ITIH2,ITIH2_HUMAN,663
664,ENSG00000136156,ITM2B,ITM2B,ITM2B_HUMAN,664
665,ENSG00000182264,IZUMO1,IZUMO1,IZUMO1_HUMAN,665
666,ENSG00000101384,JAG1,JAG1,JAG1_HUMAN,666
667,ENSG00000184916,JAG2,JAG2,JAG2_HUMAN,667
668,ENSG00000154721,JAM2,JAM2,JAM2_HUMAN,668
669,ENSG00000166086,JAM3,JAM3,JAM3_HUMAN,669
670,ENSG00000160593,JAML,JAML,JAML_HUMAN,670
671,ENSG00000111262,KCNA1,KCNA1,KCNA1_HUMAN,671
672,ENSG00000142687,KIAA0319L,KIAA0319L,KIAA0319L_HUMAN,672
673,Unknown00006,KIR2DL5A,KIR2DL5A,KIR2DL5A_HUMAN,673
674,Unknown00007,KIR2DS3,KIR2DS3,KIR2DS3_HUMAN,674
675,Unknown00008,KIR2DS5,KIR2DS5,KIR2DS5_HUMAN,675
676,ENSG00000183853,KIRREL1,KIRREL1,KIRREL1_HUMAN,676
677,ENSG00000149571,KIRREL3,KIRREL3,KIRREL3_HUMAN,677
678,ENSG00000170498,KISS1,KISS1,KISS1_HUMAN,678
679,ENSG00000049130,KITLG,KITLG,KITLG_HUMAN,679
680,ENSG00000133116,KL,KL,KL_HUMAN,680
681,ENSG00000142515,KLK3,KLK3,KLK3_HUMAN,681
682,ENSG00000164344,KLKB1,KLKB1,KLKB1_HUMAN,682
683,ENSG00000256667,KLRA1P,KLRA1P,KLRA1P_HUMAN,683
684,ENSG00000113889,KNG1,KNG1,KNG1_HUMAN,684
685,ENSG00000198910,L1CAM,L1CAM,L1CAM_HUMAN,685
686,ENSG00000135413,LACRT,LACRT,LACRT_HUMAN,686
687,ENSG00000167618,LAIR2,LAIR2,LAIR2_HUMAN,687
688,ENSG00000101680,LAMA1,LAMA1,LAMA1_HUMAN,688
689,ENSG00000196569,LAMA2,LAMA2,LAMA2_HUMAN,689
690,ENSG00000053747,LAMA3,LAMA3,LAMA3_HUMAN,690
691,ENSG00000112769,LAMA4,LAMA4,LAMA4_HUMAN,691
692,ENSG00000130702,LAMA5,LAMA5,LAMA5_HUMAN,692
693,ENSG00000091136,LAMB1,LAMB1,LAMB1_HUMAN,693
694,ENSG00000172037,LAMB2,LAMB2,LAMB2_HUMAN,694
695,ENSG00000196878,LAMB3,LAMB3,LAMB3_HUMAN,695
696,ENSG00000135862,LAMC1,LAMC1,LAMC1_HUMAN,696
697,ENSG00000058085,LAMC2,LAMC2,LAMC2_HUMAN,697
698,ENSG00000050555,LAMC3,LAMC3,LAMC3_HUMAN,698
699,ENSG00000204381,LAYN,LAYN,LAYN_HUMAN,699
700,ENSG00000160349,LCN1,LCN1,LCN1_HUMAN,700
701,ENSG00000148346,LCN2,LCN2,LCN2_HUMAN,701
702,ENSG00000164406,LEAP2,LEAP2,LEAP2_HUMAN,702
703,ENSG00000243709,LEFTY1,LEFTY1,LEFTY1_HUMAN,703
704,ENSG00000143768,LEFTY2,LEFTY2,LEFTY2_HUMAN,704
705,ENSG00000174697,LEP,LEP,LEP_HUMAN,705
706,ENSG00000106003,LFNG,LFNG,LFNG_HUMAN,706
707,ENSG00000100097,LGALS1,LGALS1,LGALS1_HUMAN,707
708,ENSG00000131981,LGALS3,LGALS3,LGALS3_HUMAN,708
709,ENSG00000108679,LGALS3BP,LGALS3BP,LGALS3BP_HUMAN,709
710,ENSG00000168961,LGALS9,LGALS9,LGALS9_HUMAN,710
711,ENSG00000108231,LGI1,LGI1,LGI1_HUMAN,711
712,ENSG00000153012,LGI2,LGI2,LGI2_HUMAN,712
713,ENSG00000168481,LGI3,LGI3,LGI3_HUMAN,713
714,ENSG00000153902,LGI4,LGI4,LGI4_HUMAN,714
715,ENSG00000104826,LHB,LHB,LHB_HUMAN,715
716,ENSG00000128342,LIF,LIF,LIF_HUMAN,716
717,ENSG00000244482,LILRA6,LILRA6,LILRA6_HUMAN,717
718,ENSG00000131042,LILRB2,LILRB2,LILRB2_HUMAN,718
719,ENSG00000186818,LILRB4,LILRB4,LILRB4_HUMAN,719
720,ENSG00000111052,LIN7A,LIN7A,LIN7A_HUMAN,720
721,ENSG00000104863,LIN7B,LIN7B,LIN7B_HUMAN,721
722,ENSG00000148943,LIN7C,LIN7C,LIN7C_HUMAN,722
723,ENSG00000213171,LINGO4,LINGO4,LINGO4_HUMAN,723
724,ENSG00000166035,LIPC,LIPC,LIPC_HUMAN,724
725,ENSG00000163898,LIPH,LIPH,LIPH_HUMAN,725
726,Unknown00009,LOC101059948,LOC101059948,LOC101059948_HUMAN,726
727,ENSG00000198670,LPA,LPA,LPA_HUMAN,727
728,ENSG00000175445,LPL,LPL,LPL_HUMAN,728
729,ENSG00000077454,LRCH4,LRCH4,LRCH4_HUMAN,729
730,ENSG00000128011,LRFN1,LRFN1,LRFN1_HUMAN,730
731,ENSG00000126243,LRFN3,LRFN3,LRFN3_HUMAN,731
732,ENSG00000173621,LRFN4,LRFN4,LRFN4_HUMAN,732
733,ENSG00000165379,LRFN5,LRFN5,LRFN5_HUMAN,733
734,ENSG00000144749,LRIG1,LRIG1,LRIG1_HUMAN,734
735,ENSG00000198799,LRIG2,LRIG2,LRIG2_HUMAN,735
736,ENSG00000148602,LRIT1,LRIT1,LRIT1_HUMAN,736
737,ENSG00000204033,LRIT2,LRIT2,LRIT2_HUMAN,737
738,ENSG00000168702,LRP1B,LRP1B,LRP1B_HUMAN,738
739,ENSG00000163956,LRPAP1,LRPAP1,LRPAP1_HUMAN,739
740,ENSG00000128594,LRRC4,LRRC4,LRRC4_HUMAN,740
741,ENSG00000131409,LRRC4B,LRRC4B,LRRC4B_HUMAN,741
742,ENSG00000148948,LRRC4C,LRRC4C,LRRC4C_HUMAN,742
743,ENSG00000162763,LRRC52,LRRC52,LRRC52_HUMAN,743
744,ENSG00000175928,LRRN1,LRRN1,LRRN1_HUMAN,744
745,ENSG00000170382,LRRN2,LRRN2,LRRN2_HUMAN,745
746,ENSG00000146006,LRRTM2,LRRTM2,LRRTM2_HUMAN,746
747,ENSG00000198739,LRRTM3,LRRTM3,LRRTM3_HUMAN,747
748,ENSG00000166159,LRTM2,LRTM2,LRTM2_HUMAN,748
749,ENSG00000185565,LSAMP,LSAMP,LSAMP_HUMAN,749
750,ENSG00000226979,LTA,LTA,LTA_HUMAN,750
751,ENSG00000227507,LTB,LTB,LTB_HUMAN,751
752,ENSG00000049323,LTBP1,LTBP1,LTBP1_HUMAN,752
753,ENSG00000168056,LTBP3,LTBP3,LTBP3_HUMAN,753
754,ENSG00000012223,LTF,LTF,LTF_HUMAN,754
755,ENSG00000139329,LUM,LUM,LUM_HUMAN,755
756,ENSG00000172901,LVRN,LVRN,LVRN_HUMAN,756
757,ENSG00000204428,LY6G5C,LY6G5C,LY6G5C_HUMAN,757
758,ENSG00000204424,LY6G6F,LY6G6F,LY6G6F_HUMAN,758
759,ENSG00000112799,LY86,LY86,LY86_HUMAN,759
760,ENSG00000122224,LY9,LY9,LY9_HUMAN,760
761,ENSG00000187123,LYPD6,LYPD6,LYPD6_HUMAN,761
762,ENSG00000090382,LYZ,LYZ,LYZ_HUMAN,762
763,ENSG00000099866,MADCAM1,MADCAM1,MADCAM1_HUMAN,763
764,ENSG00000105695,MAG,MAG,MAG_HUMAN,764
765,ENSG00000111261,MANSC1,MANSC1,MANSC1_HUMAN,765
766,ENSG00000162510,MATN1,MATN1,MATN1_HUMAN,766
767,ENSG00000165471,MBL2,MBL2,MBL2_HUMAN,767
768,ENSG00000076706,MCAM,MCAM,MCAM_HUMAN,768
769,ENSG00000110492,MDK,MDK,MDK_HUMAN,769
770,ENSG00000145794,MEGF10,MEGF10,MEGF10_HUMAN,770
771,ENSG00000163975,MELTF,MELTF,MELTF_HUMAN,771
772,ENSG00000117122,MFAP2,MFAP2,MFAP2_HUMAN,772
773,ENSG00000198948,MFAP3L,MFAP3L,MFAP3L_HUMAN,773
774,ENSG00000197614,MFAP5,MFAP5,MFAP5_HUMAN,774
775,ENSG00000140545,MFGE8,MFGE8,MFGE8_HUMAN,775
776,ENSG00000100060,MFNG,MFNG,MFNG_HUMAN,776
777,ENSG00000261857,MIA,MIA,MIA_HUMAN,777
778,ENSG00000204520,MICA,MICA,MICA_HUMAN,778
779,ENSG00000204516,MICB,MICB,MICB_HUMAN,779
780,ENSG00000240972,MIF,MIF,MIF_HUMAN,780
781,ENSG00000096395,MLN,MLN,MLN_HUMAN,781
782,ENSG00000196611,MMP1,MMP1,MMP1_HUMAN,782
783,ENSG00000262406,MMP12,MMP12,MMP12_HUMAN,783
784,ENSG00000137745,MMP13,MMP13,MMP13_HUMAN,784
785,ENSG00000157227,MMP14,MMP14,MMP14_HUMAN,785
786,ENSG00000102996,MMP15,MMP15,MMP15_HUMAN,786
787,ENSG00000156103,MMP16,MMP16,MMP16_HUMAN,787
788,ENSG00000087245,MMP2,MMP2,MMP2_HUMAN,788
789,ENSG00000008516,MMP25,MMP25,MMP25_HUMAN,789
