id_gene,ensembl,gene_name,hgnc_symbol,protein_name,protein_id
405,ENSG00000186895,FGF3,FGF3,FGF3_HUMAN,405
406,ENSG00000075388,FGF4,FGF4,FGF4_HUMAN,406
407,ENSG00000138675,FGF5,FGF5,FGF5_HUMAN,407
408,ENSG00000111241,FGF6,FGF6,FGF6_HUMAN,408
409,ENSG00000140285,FGF7,FGF7,FGF7_HUMAN,409
410,ENSG00000107831,FGF8,FGF8,FGF8_HUMAN,410
411,ENSG00000102678,FGF9,FGF9,FGF9_HUMAN,411
412,ENSG00000128683,GAD1,GAD1,GAD1_HUMAN,412
413,ENSG00000135414,GDF11,GDF11,GDF11_HUMAN,413
414,ENSG00000263761,GDF2,GDF2,GDF2_HUMAN,414
415,ENSG00000156466,GDF6,GDF6,GDF6_HUMAN,415
416,ENSG00000143869,GDF7,GDF7,GDF7_HUMAN,416
417,ENSG00000164404,GDF9,GDF9,GDF9_HUMAN,417
418,ENSG00000168621,GDNF,GDNF,GDNF_HUMAN,418
419,ENSG00000149735,GPHA2,GPHA2,GPHA2_HUMAN,419
420,ENSG00000105220,GPI,GPI,GPI_HUMAN,420
421,ENSG00000084207,GSTP1,GSTP1,GSTP1_HUMAN,421
422,ENSG00000197273,GUCA2A,GUCA2A,GUCA2A_HUMAN,422
423,ENSG00000044012,GUCA2B,GUCA2B,GUCA2B_HUMAN,423
424,ENSG00000100453,GZMB,GZMB,GZMB_HUMAN,424
425,ENSG00000170961,HAS2,HAS2,HAS2_HUMAN,425
426,ENSG00000140287,HDC,HDC,HDC_HUMAN,426
427,ENSG00000234745,HLA-B,HLA-B,HLA-B_HUMAN,427
428,ENSG00000204525,HLA-C,HLA-C,HLA-C_HUMAN,428
429,ENSG00000204592,HLA-E,HLA-E,HLA-E_HUMAN,429
430,ENSG00000204632,HLA-G,HLA-G,HLA-G_HUMAN,430
431,ENSG00000166598,HSP90B1,HSP90B1,HSP90B1_HUMAN,431
432,ENSG00000105371,ICAM4,ICAM4,ICAM4_HUMAN,432
433,ENSG00000105376,ICAM5,ICAM5,ICAM5_HUMAN,433
434,ENSG00000186803,IFNA10,IFNA10,IFNA10_HUMAN,434
435,ENSG00000233816,IFNA13,IFNA13,IFNA13_HUMAN,435
436,ENSG00000228083,IFNA14,IFNA14,IFNA14_HUMAN,436
437,ENSG00000147885,IFNA16,IFNA16,IFNA16_HUMAN,437
438,ENSG00000234829,IFNA17,IFNA17,IFNA17_HUMAN,438
439,ENSG00000137080,IFNA21,IFNA21,IFNA21_HUMAN,439
440,ENSG00000188379,IFNA2,IFNA2,IFNA2_HUMAN,440
441,ENSG00000236637,IFNA4,IFNA4,IFNA4_HUMAN,441
442,ENSG00000147873,IFNA5,IFNA5,IFNA5_HUMAN,442
443,ENSG00000120235,IFNA6,IFNA6,IFNA6_HUMAN,443
444,ENSG00000214042,IFNA7,IFNA7,IFNA7_HUMAN,444
445,ENSG00000120242,IFNA8,IFNA8,IFNA8_HUMAN,445
446,ENSG00000163501,IHH,IHH,IHH_HUMAN,446
447,ENSG00000113302,IL12B,IL12B,IL12B_HUMAN,447
448,ENSG00000172349,IL16,IL16,IL16_HUMAN,448
449,ENSG00000136689,IL1RN,IL1RN,IL1RN_HUMAN,449
450,ENSG00000204671,IL31,IL31,IL31_HUMAN,450
451,ENSG00000123999,INHA,INHA,INHA_HUMAN,451
452,ENSG00000101384,JAG1,JAG1,JAG1_HUMAN,452
453,ENSG00000184916,JAG2,JAG2,JAG2_HUMAN,453
454,ENSG00000101680,LAMA1,LAMA1,LAMA1_HUMAN,454
455,ENSG00000196569,LAMA2,LAMA2,LAMA2_HUMAN,455
456,ENSG00000091136,LAMB1,LAMB1,LAMB1_HUMAN,456
457,ENSG00000172037,LAMB2,LAMB2,LAMB2_HUMAN,457
458,ENSG00000058085,LAMC2,LAMC2,LAMC2_HUMAN,458
459,ENSG00000143768,LEFTY2,LEFTY2,LEFTY2_HUMAN,459
460,ENSG00000163898,LIPH,LIPH,LIPH_HUMAN,460
461,ENSG00000163956,LRPAP1,LRPAP1,LRPAP1_HUMAN,461
462,ENSG00000012223,LTF,LTF,LTF_HUMAN,462
463,ENSG00000110492,MDK,MDK,MDK_HUMAN,463
464,ENSG00000137745,MMP13,MMP13,MMP13_HUMAN,464
465,ENSG00000100985,MMP9,MMP9,MMP9_HUMAN,465
466,ENSG00000105835,NAMPT,NAMPT,NAMPT_HUMAN,466
467,ENSG00000116962,NID1,NID1,NID1_HUMAN,467
468,ENSG00000169760,NLGN1,NLGN1,NLGN1_HUMAN,468
469,ENSG00000169992,NLGN2,NLGN2,NLGN2_HUMAN,469
470,ENSG00000196338,NLGN3,NLGN3,NLGN3_HUMAN,470
471,ENSG00000156574,NODAL,NODAL,NODAL_HUMAN,471
472,Unknown00004,NOV,NOV,NOV_HUMAN,472
473,ENSG00000168743,NPNT,NPNT,NPNT_HUMAN,473
474,ENSG00000171119,NRTN,NRTN,NRTN_HUMAN,474
475,ENSG00000065320,NTN1,NTN1,NTN1_HUMAN,475
476,ENSG00000162068,NTN3,NTN3,NTN3_HUMAN,476
477,ENSG00000074527,NTN4,NTN4,NTN4_HUMAN,477
478,ENSG00000162631,NTNG1,NTNG1,NTNG1_HUMAN,478
479,ENSG00000070081,NUCB2,NUCB2,NUCB2_HUMAN,479
480,ENSG00000122584,NXPH1,NXPH1,NXPH1_HUMAN,480
481,ENSG00000182575,NXPH3,NXPH3,NXPH3_HUMAN,481
482,ENSG00000126861,OMG,OMG,OMG_HUMAN,482
483,ENSG00000170962,PDGFD,PDGFD,PDGFD_HUMAN,483
484,ENSG00000163737,PF4,PF4,PF4_HUMAN,484
485,ENSG00000119630,PGF,PGF,PGF_HUMAN,485
486,ENSG00000104368,PLAT,PLAT,PLAT_HUMAN,486
487,ENSG00000122861,PLAU,PLAU,PLAU_HUMAN,487
488,ENSG00000122194,PLG,PLG,PLG_HUMAN,488
489,ENSG00000114631,PODXL2,PODXL2,PODXL2_HUMAN,489
490,ENSG00000171864,PRND,PRND,PRND_HUMAN,490
491,ENSG00000115718,PROC,PROC,PROC_HUMAN,491
492,ENSG00000080815,PSEN1,PSEN1,PSEN1_HUMAN,492
493,ENSG00000125650,PSPN,PSPN,PSPN_HUMAN,493
494,ENSG00000156471,PTDSS1,PTDSS1,PTDSS1_HUMAN,494
495,ENSG00000073756,PTGS2,PTGS2,PTGS2_HUMAN,495
496,ENSG00000152266,PTH,PTH,PTH_HUMAN,496
497,ENSG00000105894,PTN,PTN,PTN_HUMAN,497
498,ENSG00000143839,REN,REN,REN_HUMAN,498
499,ENSG00000182175,RGMA,RGMA,RGMA_HUMAN,499
500,ENSG00000115310,RTN4,RTN4,RTN4_HUMAN,500
501,ENSG00000075213,SEMA3A,SEMA3A,SEMA3A_HUMAN,501
502,ENSG00000012171,SEMA3B,SEMA3B,SEMA3B_HUMAN,502
503,ENSG00000075223,SEMA3C,SEMA3C,SEMA3C_HUMAN,503
504,ENSG00000170381,SEMA3E,SEMA3E,SEMA3E_HUMAN,504
505,ENSG00000001617,SEMA3F,SEMA3F,SEMA3F_HUMAN,505
506,ENSG00000187764,SEMA4D,SEMA4D,SEMA4D_HUMAN,506
507,ENSG00000112902,SEMA5A,SEMA5A,SEMA5A_HUMAN,507
508,ENSG00000137872,SEMA6D,SEMA6D,SEMA6D_HUMAN,508
509,ENSG00000138623,SEMA7A,SEMA7A,SEMA7A_HUMAN,509
510,ENSG00000197249,SERPINA1,SERPINA1,SERPINA1_HUMAN,510
511,ENSG00000117601,SERPINC1,SERPINC1,SERPINC1_HUMAN,511
512,ENSG00000106366,SERPINE1,SERPINE1,SERPINE1_HUMAN,512
513,ENSG00000135919,SERPINE2,SERPINE2,SERPINE2_HUMAN,513
514,ENSG00000149131,SERPING1,SERPING1,SERPING1_HUMAN,514
515,ENSG00000164690,SHH,SHH,SHH_HUMAN,515
516,ENSG00000187122,SLIT1,SLIT1,SLIT1_HUMAN,516
517,ENSG00000145147,SLIT2,SLIT2,SLIT2_HUMAN,517
518,ENSG00000167941,SOST,SOST,SOST_HUMAN,518
519,Unknown00005,TDGF1,TDGF1,TDGF1_HUMAN,519
520,ENSG00000003436,TFPI,TFPI,TFPI_HUMAN,520
521,ENSG00000091513,TF,TF,TF_HUMAN,521
522,ENSG00000137801,THBS1,THBS1,THBS1_HUMAN,522
523,ENSG00000186340,THBS2,THBS2,THBS2_HUMAN,523
524,ENSG00000129167,TPH1,TPH1,TPH1_HUMAN,524
525,ENSG00000131015,ULBP2,ULBP2,ULBP2_HUMAN,525
526,ENSG00000085741,WNT11,WNT11,WNT11_HUMAN,526
527,ENSG00000125084,WNT1,WNT1,WNT1_HUMAN,527
528,ENSG00000108379,WNT3,WNT3,WNT3_HUMAN,528
529,ENSG00000154764,WNT7A,WNT7A,WNT7A_HUMAN,529
530,ENSG00000188064,WNT7B,WNT7B,WNT7B_HUMAN,530
531,ENSG00000188372,ZP3,ZP3,ZP3_HUMAN,531
532,ENSG00000139626,ITGB7,ITGB7,ITGB7_HUMAN,532
533,ENSG00000116824,CD2,CD2,CD2_HUMAN,533
534,ENSG00000108797,CNTNAP1,CNTNAP1,CNTNAP1_HUMAN,534
535,ENSG00000090863,GLG1,GLG1,GLG1_HUMAN,535
536,ENSG00000013725,CD6,CD6,CD6_HUMAN,536
537,ENSG00000157368,IL34,IL34,IL34_HUMAN,537
538,ENSG00000105989,WNT2,WNT2,WNT2_HUMAN,538
539,ENSG00000189403,HMGB1,HMGB1,HMGB1_HUMAN,539
540,ENSG00000136235,GPNMB,GPNMB,GPNMB_HUMAN,540
541,ENSG00000125848,FLRT3,FLRT3,FLRT3_HUMAN,541
542,ENSG00000142515,KLK3,KLK3,KLK3_HUMAN,542
543,ENSG00000205755,CRLF2,CRLF2,CRLF2_HUMAN,543
544,ENSG00000006016,CRLF1,CRLF1,CRLF1_HUMAN,544
545,ENSG00000196937,FAM3C,FAM3C,FAM3C_HUMAN,545
546,ENSG00000143321,HDGF,HDGF,HDGF_HUMAN,546
547,ENSG00000128564,VGF,VGF,VGF_HUMAN,547
548,ENSG00000164022,AIMP1,AIMP1,AIMP1_HUMAN,548
549,ENSG00000164104,HMGB2,HMGB2,HMGB2_HUMAN,549
550,ENSG00000120210,INSL6,INSL6,INSL6_HUMAN,550
551,Unknown00006,WISP2,WISP2,WISP2_HUMAN,551
552,ENSG00000130513,GDF15,GDF15,GDF15_HUMAN,552
553,ENSG00000197045,GMFB,GMFB,GMFB_HUMAN,553
554,ENSG00000156860,FBRS,FBRS,FBRS_HUMAN,554
555,ENSG00000117691,NENF,NENF,NENF_HUMAN,555
556,ENSG00000145050,MANF,MANF,MANF_HUMAN,556
557,ENSG00000102265,TIMP1,TIMP1,TIMP1_HUMAN,557
558,ENSG00000133116,KL,KL,KL_HUMAN,558
559,ENSG00000169884,WNT10B,WNT10B,WNT10B_HUMAN,559
560,ENSG00000158955,WNT9B,WNT9B,WNT9B_HUMAN,560
561,ENSG00000135925,WNT10A,WNT10A,WNT10A_HUMAN,561
562,ENSG00000075290,WNT8B,WNT8B,WNT8B_HUMAN,562
563,ENSG00000143816,WNT9A,WNT9A,WNT9A_HUMAN,563
564,ENSG00000240972,MIF,MIF,MIF_HUMAN,564
565,ENSG00000131981,LGALS3,LGALS3,LGALS3_HUMAN,565
566,ENSG00000061492,WNT8A,WNT8A,WNT8A_HUMAN,566
567,ENSG00000030582,GRN,GRN,GRN_HUMAN,567
568,ENSG00000137033,IL33,IL33,IL33_HUMAN,568
569,ENSG00000118137,APOA1,APOA1,APOA1_HUMAN,569
570,ENSG00000197272,IL27,IL27,IL27_HUMAN,570
571,ENSG00000118271,TTR,TTR,TTR_HUMAN,571
572,ENSG00000042832,TG,TG,TG_HUMAN,572
573,ENSG00000160182,TFF1,TFF1,TFF1_HUMAN,573
574,ENSG00000166147,FBN1,FBN1,FBN1_HUMAN,574
575,ENSG00000008438,PGLYRP1,PGLYRP1,PGLYRP1_HUMAN,575
576,ENSG00000166923,GREM1,GREM1,GREM1_HUMAN,576
577,ENSG00000145824,CXCL14,CXCL14,CXCL14_HUMAN,577
578,ENSG00000138379,MSTN,MSTN,MSTN_HUMAN,578
579,ENSG00000089199,CHGB,CHGB,CHGB_HUMAN,579
580,ENSG00000164761,TNFRSF11B,TNFRSF11B,TNFRSF11B_HUMAN,580
581,ENSG00000168487,BMP1,BMP1,BMP1_HUMAN,581
582,ENSG00000105246,EBI3,EBI3,EBI3_HUMAN,582
583,ENSG00000161055,SCGB3A1,SCGB3A1,SCGB3A1_HUMAN,583
584,ENSG00000105697,HAMP,HAMP,HAMP_HUMAN,584
585,ENSG00000185070,FLRT2,FLRT2,FLRT2_HUMAN,585
586,ENSG00000243709,LEFTY1,LEFTY1,LEFTY1_HUMAN,586
587,Unknown00007,WISP3,WISP3,WISP3_HUMAN,587
588,ENSG00000186868,MAPT,MAPT,MAPT_HUMAN,588
589,ENSG00000130283,GDF1,GDF1,GDF1_HUMAN,589
590,ENSG00000113296,THBS4,THBS4,THBS4_HUMAN,590
591,ENSG00000145423,SFRP2,SFRP2,SFRP2_HUMAN,591
592,ENSG00000198643,FAM3D,FAM3D,FAM3D_HUMAN,592
593,ENSG00000171951,SCG2,SCG2,SCG2_HUMAN,593
594,ENSG00000132855,ANGPTL3,ANGPTL3,ANGPTL3_HUMAN,594
595,ENSG00000170293,CMTM8,CMTM8,CMTM8_HUMAN,595
596,ENSG00000136697,IL1F10,IL1F10,IL1F10_HUMAN,596
597,ENSG00000029725,RABEP1,RABEP1,RABEP1_HUMAN,597
598,ENSG00000140961,OSGIN1,OSGIN1,OSGIN1_HUMAN,598
599,ENSG00000141574,SECTM1,SECTM1,SECTM1_HUMAN,599
600,ENSG00000115380,EFEMP1,EFEMP1,EFEMP1_HUMAN,600
601,ENSG00000084652,TXLNA,TXLNA,TXLNA_HUMAN,601
602,ENSG00000177548,RABEP2,RABEP2,RABEP2_HUMAN,602
603,ENSG00000140932,CMTM2,CMTM2,CMTM2_HUMAN,603
604,ENSG00000078579,FGF20,FGF20,FGF20_HUMAN,604
605,ENSG00000105550,FGF21,FGF21,FGF21_HUMAN,605
606,ENSG00000167775,CD320,CD320,CD320_HUMAN,606
607,ENSG00000183723,CMTM4,CMTM4,CMTM4_HUMAN,607
608,ENSG00000183682,BMP8A,BMP8A,BMP8A_HUMAN,608
609,ENSG00000091317,CMTM6,CMTM6,CMTM6_HUMAN,609
610,ENSG00000184344,GDF3,GDF3,GDF3_HUMAN,610
611,ENSG00000136696,IL36B,IL36B,IL36B_HUMAN,611
612,ENSG00000136688,IL36G,IL36G,IL36G_HUMAN,612
613,ENSG00000136694,IL36A,IL36A,IL36A_HUMAN,613
614,ENSG00000164326,CARTPT,CARTPT,CARTPT_HUMAN,614
615,ENSG00000169855,ROBO1,ROBO1,ROBO1_HUMAN,615
616,ENSG00000165731,RET,RET,RET_HUMAN,616
617,ENSG00000142949,PTPRF,PTPRF,PTPRF_HUMAN,617
618,ENSG00000134762,DSC3,DSC3,DSC3_HUMAN,618
619,ENSG00000165323,FAT3,FAT3,FAT3_HUMAN,619
620,ENSG00000134760,DSG1,DSG1,DSG1_HUMAN,620
621,ENSG00000134765,DSC1,DSC1,DSC1_HUMAN,621
622,ENSG00000169851,PCDH7,PCDH7,PCDH7_HUMAN,622
623,ENSG00000046604,DSG2,DSG2,DSG2_HUMAN,623
624,ENSG00000146555,SDK1,SDK1,SDK1_HUMAN,624
625,ENSG00000185008,ROBO2,ROBO2,ROBO2_HUMAN,625
626,ENSG00000156453,PCDH1,PCDH1,PCDH1_HUMAN,626
627,ENSG00000079385,CEACAM1,CEACAM1,CEACAM1_HUMAN,627
628,ENSG00000008710,PKD1,PKD1,PKD1_HUMAN,628
629,ENSG00000067445,TRO,TRO,TRO_HUMAN,629
630,ENSG00000196576,PLXNB2,PLXNB2,PLXNB2_HUMAN,630
631,ENSG00000196090,PTPRT,PTPRT,PTPRT_HUMAN,631
632,ENSG00000051382,PIK3CB,PIK3CB,PIK3CB_HUMAN,632
633,ENSG00000171603,CLSTN1,CLSTN1,CLSTN1_HUMAN,633
634,ENSG00000083857,FAT1,FAT1,FAT1_HUMAN,634
635,ENSG00000091972,CD200,CD200,CD200_HUMAN,635
636,ENSG00000171587,DSCAM,DSCAM,DSCAM_HUMAN,636
637,ENSG00000069188,SDK2,SDK2,SDK2_HUMAN,637
638,ENSG00000196159,FAT4,FAT4,FAT4_HUMAN,638
639,ENSG00000175065,DSG4,DSG4,DSG4_HUMAN,639
640,ENSG00000075275,CELSR1,CELSR1,CELSR1_HUMAN,640
641,ENSG00000148600,CDHR1,CDHR1,CDHR1_HUMAN,641
642,ENSG00000184226,PCDH9,PCDH9,PCDH9_HUMAN,642
643,ENSG00000134755,DSC2,DSC2,DSC2_HUMAN,643
644,ENSG00000138650,PCDH10,PCDH10,PCDH10_HUMAN,644
645,ENSG00000198753,PLXNB3,PLXNB3,PLXNB3_HUMAN,645
646,ENSG00000150637,CD226,CD226,CD226_HUMAN,646
647,ENSG00000140945,CDH13,CDH13,CDH13_HUMAN,647
648,ENSG00000140937,CDH11,CDH11,CDH11_HUMAN,648
649,ENSG00000086570,FAT2,FAT2,FAT2_HUMAN,649
650,ENSG00000240184,PCDHGC3,PCDHGC3,PCDHGC3_HUMAN,650
651,ENSG00000113205,PCDHB3,PCDHB3,PCDHB3_HUMAN,651
652,ENSG00000150275,PCDH15,PCDH15,PCDH15_HUMAN,652
653,ENSG00000120322,PCDHB8,PCDHB8,PCDHB8_HUMAN,653
654,ENSG00000156642,NPTN,NPTN,NPTN_HUMAN,654
655,ENSG00000175161,CADM2,CADM2,CADM2_HUMAN,655
656,ENSG00000105767,CADM4,CADM4,CADM4_HUMAN,656
657,ENSG00000181754,AMIGO1,AMIGO1,AMIGO1_HUMAN,657
658,ENSG00000280165,PCDH20,PCDH20,PCDH20_HUMAN,658
659,ENSG00000166341,DCHS1,DCHS1,DCHS1_HUMAN,659
660,ENSG00000143126,CELSR2,CELSR2,CELSR2_HUMAN,660
661,ENSG00000008300,CELSR3,CELSR3,CELSR3_HUMAN,661
662,ENSG00000253873,PCDHGA11,PCDHGA11,PCDHGA11_HUMAN,662
663,ENSG00000218336,TENM3,TENM3,TENM3_HUMAN,663
664,ENSG00000113248,PCDHB15,PCDHB15,PCDHB15_HUMAN,664
665,ENSG00000107736,CDH23,CDH23,CDH23_HUMAN,665
666,ENSG00000253537,PCDHGA7,PCDHGA7,PCDHGA7_HUMAN,666
667,ENSG00000239389,PCDHA13,PCDHA13,PCDHA13_HUMAN,667
668,ENSG00000099834,CDHR5,CDHR5,CDHR5_HUMAN,668
669,ENSG00000181847,TIGIT,TIGIT,TIGIT_HUMAN,669
670,ENSG00000139211,AMIGO2,AMIGO2,AMIGO2_HUMAN,670
671,ENSG00000109943,CRTAM,CRTAM,CRTAM_HUMAN,671
672,ENSG00000074276,CDHR2,CDHR2,CDHR2_HUMAN,672
673,ENSG00000254221,PCDHGB1,PCDHGB1,PCDHGB1_HUMAN,673
674,ENSG00000113361,CDH6,CDH6,CDH6_HUMAN,674
675,ENSG00000113100,CDH9,CDH9,CDH9_HUMAN,675
676,ENSG00000154162,CDH12,CDH12,CDH12_HUMAN,676
677,ENSG00000145526,CDH18,CDH18,CDH18_HUMAN,677
678,ENSG00000272674,PCDHB16,PCDHB16,PCDHB16_HUMAN,678
679,ENSG00000204963,PCDHA7,PCDHA7,PCDHA7_HUMAN,679
680,ENSG00000081842,PCDHA6,PCDHA6,PCDHA6_HUMAN,680
681,ENSG00000204967,PCDHA4,PCDHA4,PCDHA4_HUMAN,681
682,ENSG00000251664,PCDHA12,PCDHA12,PCDHA12_HUMAN,682
683,ENSG00000204287,HLA-DRA,HLA-DRA,HLA-DRA_HUMAN,683
684,ENSG00000204642,HLA-F,HLA-F,HLA-F_HUMAN,684
685,ENSG00000160223,ICOSLG,ICOSLG,ICOSLG_HUMAN,685
686,ENSG00000179915,NRXN1,NRXN1,NRXN1_HUMAN,686
687,ENSG00000197471,SPN,SPN,SPN_HUMAN,687
688,ENSG00000180871,CXCR2,CXCR2,CXCR2_HUMAN,688
689,ENSG00000163464,CXCR1,CXCR1,CXCR1_HUMAN,689
690,ENSG00000186810,CXCR3,CXCR3,CXCR3_HUMAN,690
691,ENSG00000121966,CXCR4,CXCR4,CXCR4_HUMAN,691
692,ENSG00000160683,CXCR5,CXCR5,CXCR5_HUMAN,692
693,ENSG00000172215,CXCR6,CXCR6,CXCR6_HUMAN,693
694,ENSG00000173578,XCR1,XCR1,XCR1_HUMAN,694
695,ENSG00000168329,CX3CR1,CX3CR1,CX3CR1_HUMAN,695
696,ENSG00000112486,CCR6,CCR6,CCR6_HUMAN,696
697,ENSG00000173585,CCR9,CCR9,CCR9_HUMAN,697
698,ENSG00000183813,CCR4,CCR4,CCR4_HUMAN,698
699,ENSG00000126353,CCR7,CCR7,CCR7_HUMAN,699
700,ENSG00000121807,CCR2,CCR2,CCR2_HUMAN,700
701,ENSG00000160791,CCR5,CCR5,CCR5_HUMAN,701
702,ENSG00000183625,CCR3,CCR3,CCR3_HUMAN,702
703,ENSG00000163823,CCR1,CCR1,CCR1_HUMAN,703
704,ENSG00000184451,CCR10,CCR10,CCR10_HUMAN,704
705,ENSG00000134352,IL6ST,IL6ST,IL6ST_HUMAN,705
706,ENSG00000160712,IL6R,IL6R,IL6R_HUMAN,706
707,ENSG00000137070,IL11RA,IL11RA,IL11RA_HUMAN,707
708,ENSG00000113594,LIFR,LIFR,LIFR_HUMAN,708
709,ENSG00000145623,OSMR,OSMR,OSMR_HUMAN,709
710,ENSG00000122756,CNTFR,CNTFR,CNTFR_HUMAN,710
711,ENSG00000119535,CSF3R,CSF3R,CSF3R_HUMAN,711
712,ENSG00000116678,LEPR,LEPR,LEPR_HUMAN,712
713,ENSG00000131724,IL13RA1,IL13RA1,IL13RA1_HUMAN,713
714,ENSG00000077238,IL4R,IL4R,IL4R_HUMAN,714
715,ENSG00000081985,IL12RB2,IL12RB2,IL12RB2_HUMAN,715
716,ENSG00000096996,IL12RB1,IL12RB1,IL12RB1_HUMAN,716
717,ENSG00000162594,IL23R,IL23R,IL23R_HUMAN,717
718,ENSG00000100368,CSF2RB,CSF2RB,CSF2RB_HUMAN,718
719,ENSG00000292357,CSF2RA,CSF2RA,CSF2RA_HUMAN,719
720,ENSG00000185291,IL3RA,IL3RA,IL3RA_HUMAN,720
721,ENSG00000091181,IL5RA,IL5RA,IL5RA_HUMAN,721
722,ENSG00000147168,IL2RG,IL2RG,IL2RG_HUMAN,722
723,ENSG00000100385,IL2RB,IL2RB,IL2RB_HUMAN,723
724,ENSG00000134460,IL2RA,IL2RA,IL2RA_HUMAN,724
725,ENSG00000168685,IL7R,IL7R,IL7R_HUMAN,725
726,ENSG00000292373,IL9R,IL9R,IL9R_HUMAN,726
727,ENSG00000134470,IL15RA,IL15RA,IL15RA_HUMAN,727
728,ENSG00000103522,IL21R,IL21R,IL21R_HUMAN,728
729,ENSG00000187266,EPOR,EPOR,EPOR_HUMAN,729
730,ENSG00000112964,GHR,GHR,GHR_HUMAN,730
731,ENSG00000113494,PRLR,PRLR,PRLR_HUMAN,731
732,ENSG00000117400,MPL,MPL,MPL_HUMAN,732
733,ENSG00000134853,PDGFRA,PDGFRA,PDGFRA_HUMAN,733
734,ENSG00000113721,PDGFRB,PDGFRB,PDGFRB_HUMAN,734
735,ENSG00000102755,FLT1,FLT1,FLT1_HUMAN,735
736,ENSG00000128052,KDR,KDR,KDR_HUMAN,736
737,ENSG00000037280,FLT4,FLT4,FLT4_HUMAN,737
738,ENSG00000105976,MET,MET,MET_HUMAN,738
739,ENSG00000146648,EGFR,EGFR,EGFR_HUMAN,739
740,ENSG00000182578,CSF1R,CSF1R,CSF1R_HUMAN,740
741,ENSG00000157404,KIT,KIT,KIT_HUMAN,741
742,ENSG00000122025,FLT3,FLT3,FLT3_HUMAN,742
743,ENSG00000159110,IFNAR2,IFNAR2,IFNAR2_HUMAN,743
744,ENSG00000142166,IFNAR1,IFNAR1,IFNAR1_HUMAN,744
745,ENSG00000159128,IFNGR2,IFNGR2,IFNGR2_HUMAN,745
746,ENSG00000027697,IFNGR1,IFNGR1,IFNGR1_HUMAN,746
747,ENSG00000243646,IL10RB,IL10RB,IL10RB_HUMAN,747
748,ENSG00000110324,IL10RA,IL10RA,IL10RA_HUMAN,748
749,ENSG00000016402,IL20RA,IL20RA,IL20RA_HUMAN,749
750,ENSG00000142677,IL22RA1,IL22RA1,IL22RA1_HUMAN,750
751,ENSG00000164485,IL22RA2,IL22RA2,IL22RA2_HUMAN,751
752,ENSG00000185436,IFNLR1,IFNLR1,IFNLR1_HUMAN,752
753,ENSG00000104689,TNFRSF10A,TNFRSF10A,TNFRSF10A_HUMAN,753
754,ENSG00000120889,TNFRSF10B,TNFRSF10B,TNFRSF10B_HUMAN,754
755,ENSG00000173535,TNFRSF10C,TNFRSF10C,TNFRSF10C_HUMAN,755
756,ENSG00000173530,TNFRSF10D,TNFRSF10D,TNFRSF10D_HUMAN,756
757,ENSG00000141655,TNFRSF11A,TNFRSF11A,TNFRSF11A_HUMAN,757
758,ENSG00000006327,TNFRSF12A,TNFRSF12A,TNFRSF12A_HUMAN,758
759,ENSG00000028137,TNFRSF1B,TNFRSF1B,TNFRSF1B_HUMAN,759
760,ENSG00000067182,TNFRSF1A,TNFRSF1A,TNFRSF1A_HUMAN,760
761,ENSG00000111321,LTBR,LTBR,LTBR_HUMAN,761
762,ENSG00000157873,TNFRSF14,TNFRSF14,TNFRSF14_HUMAN,762
763,ENSG00000243509,TNFRSF6B,TNFRSF6B,TNFRSF6B_HUMAN,763
764,ENSG00000026103,FAS,FAS,FAS_HUMAN,764
765,ENSG00000139193,CD27,CD27,CD27_HUMAN,765
766,ENSG00000120949,TNFRSF8,TNFRSF8,TNFRSF8_HUMAN,766
767,ENSG00000049249,TNFRSF9,TNFRSF9,TNFRSF9_HUMAN,767
768,ENSG00000186827,TNFRSF4,TNFRSF4,TNFRSF4_HUMAN,768
769,ENSG00000186891,TNFRSF18,TNFRSF18,TNFRSF18_HUMAN,769
770,ENSG00000048462,TNFRSF17,TNFRSF17,TNFRSF17_HUMAN,770
771,ENSG00000240505,TNFRSF13B,TNFRSF13B,TNFRSF13B_HUMAN,771
772,ENSG00000159958,TNFRSF13C,TNFRSF13C,TNFRSF13C_HUMAN,772
773,ENSG00000135960,EDAR,EDAR,EDAR_HUMAN,773
774,ENSG00000131080,EDA2R,EDA2R,EDA2R_HUMAN,774
775,ENSG00000106799,TGFBR1,TGFBR1,TGFBR1_HUMAN,775
776,ENSG00000163513,TGFBR2,TGFBR2,TGFBR2_HUMAN,776
777,ENSG00000115170,ACVR1,ACVR1,ACVR1_HUMAN,777
778,ENSG00000121989,ACVR2A,ACVR2A,ACVR2A_HUMAN,778
779,ENSG00000135503,ACVR1B,ACVR1B,ACVR1B_HUMAN,779
780,ENSG00000114739,ACVR2B,ACVR2B,ACVR2B_HUMAN,780
781,ENSG00000135409,AMHR2,AMHR2,AMHR2_HUMAN,781
782,ENSG00000204217,BMPR2,BMPR2,BMPR2_HUMAN,782
783,ENSG00000138696,BMPR1B,BMPR1B,BMPR1B_HUMAN,783
784,ENSG00000107779,BMPR1A,BMPR1A,BMPR1A_HUMAN,784
785,ENSG00000196083,IL1RAP,IL1RAP,IL1RAP_HUMAN,785
786,ENSG00000115594,IL1R1,IL1R1,IL1R1_HUMAN,786
787,ENSG00000115590,IL1R2,IL1R2,IL1R2_HUMAN,787
788,ENSG00000115607,IL18RAP,IL18RAP,IL18RAP_HUMAN,788
789,ENSG00000115604,IL18R1,IL18R1,IL18R1_HUMAN,789
